[0.0, -1.19, -3.14],0,112.21988474843977
[0.0, -1.19, -3.14],1,152.43656334380572
[0.0, -1.19, -3.14],2,123.44001072279815
[0.0, -1.19, -3.04],0,0.0
[0.0, -1.19, -3.04],1,0.0
[0.0, -1.19, -3.04],2,0.0
[0.0, -1.19, -2.93],0,0.0
[0.0, -1.19, -2.93],1,0.0
[0.0, -1.19, -2.93],2,0.0
[0.0, -1.19, -2.83],0,0.0
[0.0, -1.19, -2.83],1,0.0
[0.0, -1.19, -2.83],2,0.0
[0.0, -1.19, -2.72],0,0.0
[0.0, -1.19, -2.72],1,0.0
[0.0, -1.19, -2.72],2,0.0
[0.0, -1.19, -2.62],0,0.0
[0.0, -1.19, -2.62],1,0.0
[0.0, -1.19, -2.62],2,0.0
[0.0, -1.19, -2.51],0,0.0
[0.0, -1.19, -2.51],1,0.0
[0.0, -1.19, -2.51],2,0.0
[0.0, -1.19, -2.41],0,0.0
[0.0, -1.19, -2.41],1,0.0
[0.0, -1.19, -2.41],2,0.0
[0.0, -1.19, -2.3],0,0.0
[0.0, -1.19, -2.3],1,0.0
[0.0, -1.19, -2.3],2,0.0
[0.0, -1.19, -2.2],0,0.0
[0.0, -1.19, -2.2],1,0.0
[0.0, -1.19, -2.2],2,0.0
[0.0, -1.19, -2.09],0,0.0
[0.0, -1.19, -2.09],1,0.0
[0.0, -1.19, -2.09],2,0.0
[0.0, -1.19, -1.99],0,0.0
[0.0, -1.19, -1.99],1,0.0
[0.0, -1.19, -1.99],2,0.0
[0.0, -1.19, -1.88],0,0.0
[0.0, -1.19, -1.88],1,0.0
[0.0, -1.19, -1.88],2,0.0
[0.0, -1.19, -1.78],0,0.0
[0.0, -1.19, -1.78],1,0.0
[0.0, -1.19, -1.78],2,0.0
[0.0, -1.19, -1.68],0,0.0
[0.0, -1.19, -1.68],1,0.0
[0.0, -1.19, -1.68],2,0.0
[0.0, -1.19, -1.57],0,0.0
[0.0, -1.19, -1.57],1,0.0
[0.0, -1.19, -1.57],2,0.0
[0.0, -1.19, -1.47],0,0.0
[0.0, -1.19, -1.47],1,0.0
[0.0, -1.19, -1.47],2,0.0
[0.0, -1.19, -1.36],0,0.0
[0.0, -1.19, -1.36],1,0.0
[0.0, -1.19, -1.36],2,0.0
[0.0, -1.19, -1.26],0,0.0
[0.0, -1.19, -1.26],1,0.0
[0.0, -1.19, -1.26],2,0.0
[0.0, -1.19, -1.15],0,0.0
[0.0, -1.19, -1.15],1,0.0
[0.0, -1.19, -1.15],2,0.0
[0.0, -1.19, -1.05],0,0.0
[0.0, -1.19, -1.05],1,0.0
[0.0, -1.19, -1.05],2,0.0
[0.0, -1.19, -0.94],0,0.0
[0.0, -1.19, -0.94],1,0.0
[0.0, -1.19, -0.94],2,0.0
[0.0, -1.19, -0.84],0,0.0
[0.0, -1.19, -0.84],1,0.0
[0.0, -1.19, -0.84],2,0.0
[0.0, -1.19, -0.73],0,0.0
[0.0, -1.19, -0.73],1,0.0
[0.0, -1.19, -0.73],2,0.0
[0.0, -1.19, -0.63],0,0.0
[0.0, -1.19, -0.63],1,0.0
[0.0, -1.19, -0.63],2,0.0
[0.0, -1.19, -0.52],0,0.0
[0.0, -1.19, -0.52],1,0.0
[0.0, -1.19, -0.52],2,0.0
[0.0, -1.19, -0.42],0,0.0
[0.0, -1.19, -0.42],1,0.0
[0.0, -1.19, -0.42],2,0.0
[0.0, -1.19, -0.31],0,0.0
[0.0, -1.19, -0.31],1,0.0
[0.0, -1.19, -0.31],2,0.0
[0.0, -1.19, -0.21],0,0.0
[0.0, -1.19, -0.21],1,0.0
[0.0, -1.19, -0.21],2,0.0
[0.0, -1.19, -0.1],0,0.0
[0.0, -1.19, -0.1],1,0.0
[0.0, -1.19, -0.1],2,0.0
[0.0, -1.19, 0.0],0,0.0
[0.0, -1.19, 0.0],1,0.0
[0.0, -1.19, 0.0],2,0.0
[0.0, -1.19, 0.1],0,0.0
[0.0, -1.19, 0.1],1,0.0
[0.0, -1.19, 0.1],2,0.0
[0.0, -1.19, 0.21],0,0.0
[0.0, -1.19, 0.21],1,0.0
[0.0, -1.19, 0.21],2,0.0
[0.0, -1.19, 0.31],0,0.0
[0.0, -1.19, 0.31],1,0.0
[0.0, -1.19, 0.31],2,0.0
[0.0, -1.19, 0.42],0,0.0
[0.0, -1.19, 0.42],1,0.0
[0.0, -1.19, 0.42],2,0.0
[0.0, -1.19, 0.52],0,0.0
[0.0, -1.19, 0.52],1,0.0
[0.0, -1.19, 0.52],2,0.0
[0.0, -1.19, 0.63],0,0.0
[0.0, -1.19, 0.63],1,0.0
[0.0, -1.19, 0.63],2,0.0
[0.0, -1.19, 0.73],0,0.0
[0.0, -1.19, 0.73],1,0.0
[0.0, -1.19, 0.73],2,0.0
[0.0, -1.19, 0.84],0,0.0
[0.0, -1.19, 0.84],1,0.0
[0.0, -1.19, 0.84],2,0.0
[0.0, -1.19, 0.94],0,0.0
[0.0, -1.19, 0.94],1,0.0
[0.0, -1.19, 0.94],2,0.0
[0.0, -1.19, 1.05],0,0.0
[0.0, -1.19, 1.05],1,0.0
[0.0, -1.19, 1.05],2,0.0
[0.0, -1.19, 1.15],0,0.0
[0.0, -1.19, 1.15],1,0.0
[0.0, -1.19, 1.15],2,0.0
[0.0, -1.19, 1.26],0,0.0
[0.0, -1.19, 1.26],1,0.0
[0.0, -1.19, 1.26],2,0.0
[0.0, -1.19, 1.36],0,0.0
[0.0, -1.19, 1.36],1,0.0
[0.0, -1.19, 1.36],2,0.0
[0.0, -1.19, 1.47],0,0.0
[0.0, -1.19, 1.47],1,0.0
[0.0, -1.19, 1.47],2,0.0
[0.0, -1.19, 1.57],0,0.0
[0.0, -1.19, 1.57],1,0.0
[0.0, -1.19, 1.57],2,0.0
[0.0, -1.19, 1.68],0,0.0
[0.0, -1.19, 1.68],1,0.0
[0.0, -1.19, 1.68],2,0.0
[0.0, -1.19, 1.78],0,0.0
[0.0, -1.19, 1.78],1,0.0
[0.0, -1.19, 1.78],2,0.0
[0.0, -1.19, 1.88],0,0.0
[0.0, -1.19, 1.88],1,0.0
[0.0, -1.19, 1.88],2,0.0
[0.0, -1.19, 1.99],0,0.0
[0.0, -1.19, 1.99],1,0.0
[0.0, -1.19, 1.99],2,0.0
