[0.0, -1.19, -3.141592653589793],0,0.0
[0.0, -1.19, -3.141592653589793],1,0.0
[0.0, -1.19, -3.141592653589793],2,0.0
[0.0, -1.19, -2.5132741228718345],0,0.0
[0.0, -1.19, -2.5132741228718345],1,0.0
[0.0, -1.19, -2.5132741228718345],2,0.0
[0.0, -1.19, -1.8849555921538759],0,0.0
[0.0, -1.19, -1.8849555921538759],1,0.0
[0.0, -1.19, -1.8849555921538759],2,0.0
[0.0, -1.19, -1.2566370614359172],0,0.0
[0.0, -1.19, -1.2566370614359172],1,0.0
[0.0, -1.19, -1.2566370614359172],2,0.0
[0.0, -1.19, -0.6283185307179586],0,0.0
[0.0, -1.19, -0.6283185307179586],1,0.0
[0.0, -1.19, -0.6283185307179586],2,0.0
[0.0, -1.19, 0.0],0,0.0
[0.0, -1.19, 0.0],1,0.0
[0.0, -1.19, 0.0],2,0.0
[0.0, -1.19, 0.6283185307179586],0,0.0
[0.0, -1.19, 0.6283185307179586],1,0.0
[0.0, -1.19, 0.6283185307179586],2,0.0
[0.0, -1.19, 1.2566370614359172],0,0.0
[0.0, -1.19, 1.2566370614359172],1,0.0
[0.0, -1.19, 1.2566370614359172],2,0.0
[0.0, -1.19, 1.8849555921538759],0,0.0
[0.0, -1.19, 1.8849555921538759],1,0.0
[0.0, -1.19, 1.8849555921538759],2,0.0
[0.0, -1.19, 2.5132741228718345],0,0.0
[0.0, -1.19, 2.5132741228718345],1,0.0
[0.0, -1.19, 2.5132741228718345],2,0.0
[0.0, -0.72, -3.141592653589793],0,0.0
[0.0, -0.72, -3.141592653589793],1,0.0
[0.0, -0.72, -3.141592653589793],2,0.0
[0.0, -0.72, -2.5132741228718345],0,0.0
[0.0, -0.72, -2.5132741228718345],1,0.0
[0.0, -0.72, -2.5132741228718345],2,0.0
[0.0, -0.72, -1.8849555921538759],0,0.0
[0.0, -0.72, -1.8849555921538759],1,0.0
[0.0, -0.72, -1.8849555921538759],2,0.0
[0.0, -0.72, -1.2566370614359172],0,114.0
[0.0, -0.72, -1.2566370614359172],1,124.0
[0.0, -0.72, -1.2566370614359172],2,119.0
[0.0, -0.72, -0.6283185307179586],0,0.0
[0.0, -0.72, -0.6283185307179586],1,0.0
[0.0, -0.72, -0.6283185307179586],2,0.0
[0.0, -0.72, 0.0],0,0.0
[0.0, -0.72, 0.0],1,0.0
[0.0, -0.72, 0.0],2,0.0
[0.0, -0.72, 0.6283185307179586],0,0.0
[0.0, -0.72, 0.6283185307179586],1,0.0
[0.0, -0.72, 0.6283185307179586],2,0.0
[0.0, -0.72, 1.2566370614359172],0,0.0
[0.0, -0.72, 1.2566370614359172],1,0.0
[0.0, -0.72, 1.2566370614359172],2,0.0
[0.0, -0.72, 1.8849555921538759],0,0.0
[0.0, -0.72, 1.8849555921538759],1,0.0
[0.0, -0.72, 1.8849555921538759],2,0.0
[0.0, -0.72, 2.5132741228718345],0,0.0
[0.0, -0.72, 2.5132741228718345],1,0.0
[0.0, -0.72, 2.5132741228718345],2,0.0
[0.0, -0.25, -3.141592653589793],0,0.0
[0.0, -0.25, -3.141592653589793],1,0.0
[0.0, -0.25, -3.141592653589793],2,0.0
[0.0, -0.25, -2.5132741228718345],0,0.0
[0.0, -0.25, -2.5132741228718345],1,0.0
[0.0, -0.25, -2.5132741228718345],2,0.0
[0.0, -0.25, -1.8849555921538759],0,0.0
[0.0, -0.25, -1.8849555921538759],1,0.0
[0.0, -0.25, -1.8849555921538759],2,0.0
[0.0, -0.25, -1.2566370614359172],0,0.0
[0.0, -0.25, -1.2566370614359172],1,0.0
[0.0, -0.25, -1.2566370614359172],2,0.0
[0.0, -0.25, -0.6283185307179586],0,0.0
[0.0, -0.25, -0.6283185307179586],1,0.0
