[None None],-1,[ 2.03084011 -0.0232984  -0.01384092]
[ 1.88989942e+00 -1.44876481e-02 -2.45135222e-04],0,[ 1.88828768 -0.01678169  0.00301858]
[ 1.84765888 -0.00865743  0.02680437],2,[1.7223066  0.0461773  0.20268162]
[1.44503484 0.18773916 0.48911109],2,[1.44044188 0.18812232 0.49011976]
[1.21189211 0.27621801 0.60101695],0,[1.21420596 0.27910572 0.60327078]
[1.05582378 0.30367332 0.56354893],1,[0.84020121 0.2477228  0.3483223 ]
[0.76261402 0.2461617  0.37063902],0,[0.77038394 0.24658834 0.37191482]
[0.76261402 0.2461617  0.37063902],0,[0.76348945 0.24604082 0.3726071 ]
[0.76100545 0.24451569 0.3740642 ],0,[0.63524978 0.2602645  0.44075056]
[0.76100545 0.24451569 0.3740642 ],1,[0.3736485  0.20364478 0.35302623]
[0.377279   0.19736133 0.33483849],1,[0.12377304 0.07628405 0.20842421]
[-0.03116033  0.01799513  2.27339386],0,[-0.02844285  0.01922919  2.19814808]
[-0.04564764  0.01451073  2.49193393],0,[-0.17774581 -0.03647367  3.00126965]
